id,timestamp,userId,actionType,entityName,entityId,details
225,2026-04-04T17:15:24.264997,,VIEW_CLAIM_STATUS_HISTORY,CLAIM_STATUS_HISTORY,4,Viewed status history for claim 4 (count=4)
223,2026-04-04T17:08:34.974096,,CHECK_CLAIM_ELIGIBILITY,CLAIM_ELIGIBILITY,4,Checked eligibility for claim 4: eligible=false
222,2026-04-04T17:08:34.377114,,CHECK_CLAIM_ELIGIBILITY,CLAIM_ELIGIBILITY,4,Checked eligibility for claim 4: eligible=false
221,2026-04-04T17:08:31.929745,,CHECK_CLAIM_ELIGIBILITY,CLAIM_ELIGIBILITY,4,Checked eligibility for claim 4: eligible=false
220,2026-04-04T17:05:37.443899,,CHECK_CLAIM_ELIGIBILITY,CLAIM_ELIGIBILITY,4,Checked eligibility for claim 4: eligible=false
219,2026-04-04T17:03:43.353509,,CHECK_CLAIM_ELIGIBILITY,CLAIM_ELIGIBILITY,4,Checked eligibility for claim 4: eligible=false
218,2026-04-04T17:03:40.925533,,VIEW_CLAIM_STATUS_HISTORY,CLAIM_STATUS_HISTORY,4,Viewed status history for claim 4 (count=4)
217,2026-04-04T17:03:40.923342,,VIEW_CLAIM_PHOTOS,CLAIM_PHOTO,4,Viewed photos for claim 4 (count=0)
216,2026-04-04T17:03:40.91981,,CHECK_CLAIM_ELIGIBILITY,CLAIM_ELIGIBILITY,4,Checked eligibility for claim 4: eligible=false
215,2026-04-04T17:03:40.863422,,PATCH_CLAIM_STATUS,CLAIM,4,Patched status of claim 4 from new description to CREATED
214,2026-04-04T17:03:24.154456,,CHECK_CLAIM_ELIGIBILITY,CLAIM_ELIGIBILITY,4,Checked eligibility for claim 4: eligible=false
213,2026-04-04T17:03:04.483108,,VIEW_CLAIM_PHOTOS,CLAIM_PHOTO,4,Viewed photos for claim 4 (count=0)
212,2026-04-04T17:03:04.479164,,VIEW_CLAIM_STATUS_HISTORY,CLAIM_STATUS_HISTORY,4,Viewed status history for claim 4 (count=3)
211,2026-04-04T17:03:04.469588,,CHECK_CLAIM_ELIGIBILITY,CLAIM_ELIGIBILITY,4,Checked eligibility for claim 4: eligible=false
209,2026-04-04T17:03:04.459902,,VIEW_CLAIM_PHOTOS,CLAIM_PHOTO,4,Viewed photos for claim 4 (count=0)
210,2026-04-04T17:03:04.459902,,VIEW_CLAIM_STATUS_HISTORY,CLAIM_STATUS_HISTORY,4,Viewed status history for claim 4 (count=3)
208,2026-04-04T17:03:04.453566,,CHECK_CLAIM_ELIGIBILITY,CLAIM_ELIGIBILITY,4,Checked eligibility for claim 4: eligible=false
207,2026-04-04T17:02:14.581297,,VIEW_ALL_CLAIMS,CLAIM,,Viewed all claims (count=7)
206,2026-04-04T17:02:14.520071,,VIEW_ALL_CLAIMS,CLAIM,,Viewed all claims (count=7)
205,2026-04-04T16:58:53.701686,,VIEW_CLAIM_STATUS_HISTORY,CLAIM_STATUS_HISTORY,7,Viewed status history for claim 7 (count=3)
204,2026-04-04T16:58:53.698468,,VIEW_CLAIM_PHOTOS,CLAIM_PHOTO,7,Viewed photos for claim 7 (count=0)
203,2026-04-04T16:58:53.692864,,CHECK_CLAIM_ELIGIBILITY,CLAIM_ELIGIBILITY,7,Checked eligibility for claim 7: eligible=false
202,2026-04-04T16:58:53.613554,,PATCH_CLAIM_STATUS,CLAIM,7,Patched status of claim 7 from CANCELLED to CANCELLED
201,2026-04-04T16:58:52.111015,,VIEW_CLAIM_STATUS_HISTORY,CLAIM_STATUS_HISTORY,7,Viewed status history for claim 7 (count=2)
200,2026-04-04T16:58:52.1053,,VIEW_CLAIM_PHOTOS,CLAIM_PHOTO,7,Viewed photos for claim 7 (count=0)
199,2026-04-04T16:58:52.097727,,CHECK_CLAIM_ELIGIBILITY,CLAIM_ELIGIBILITY,7,Checked eligibility for claim 7: eligible=false
198,2026-04-04T16:58:52.003006,,PATCH_CLAIM_STATUS,CLAIM,7,Patched status of claim 7 from pending to CANCELLED
196,2026-04-04T16:58:41.393469,,VIEW_CLAIM_PHOTOS,CLAIM_PHOTO,7,Viewed photos for claim 7 (count=0)
197,2026-04-04T16:58:41.393469,,VIEW_CLAIM_STATUS_HISTORY,CLAIM_STATUS_HISTORY,7,Viewed status history for claim 7 (count=1)
195,2026-04-04T16:58:41.365096,,VIEW_CLAIM_STATUS_HISTORY,CLAIM_STATUS_HISTORY,7,Viewed status history for claim 7 (count=1)
194,2026-04-04T16:58:41.364455,,VIEW_CLAIM_PHOTOS,CLAIM_PHOTO,7,Viewed photos for claim 7 (count=0)
193,2026-04-04T16:58:40.757862,,CHECK_CLAIM_ELIGIBILITY,CLAIM_ELIGIBILITY,7,Checked eligibility for claim 7: eligible=false
192,2026-04-04T16:58:40.733797,,CHECK_CLAIM_ELIGIBILITY,CLAIM_ELIGIBILITY,7,Checked eligibility for claim 7: eligible=false
191,2026-04-04T16:58:37.732003,,VIEW_ALL_CLAIMS,CLAIM,,Viewed all claims (count=7)
190,2026-04-04T16:58:37.685138,,VIEW_ALL_CLAIMS,CLAIM,,Viewed all claims (count=7)
189,2026-04-04T16:57:58.072991,,VIEW_ALL_CLAIMS,CLAIM,,Viewed all claims (count=7)
188,2026-04-04T16:57:57.722527,,VIEW_ALL_CLAIMS,CLAIM,,Viewed all claims (count=7)
187,2026-04-04T16:56:16.53134,,VIEW_ALL_CLAIMS,CLAIM,,Viewed all claims (count=7)
186,2026-04-04T16:56:04.33105,,VIEW_ALL_CLAIMS,CLAIM,,Viewed all claims (count=7)
185,2026-04-04T16:48:29.378065,,DELETE_CLAIM,CLAIM,6,Deleted claim 6
184,2026-04-04T16:48:27.004026,,VIEW_CLAIM_STATUS_HISTORY,CLAIM_STATUS_HISTORY,6,Viewed status history for claim 6 (count=2)
183,2026-04-04T16:48:27.004026,,VIEW_CLAIM_PHOTOS,CLAIM_PHOTO,6,Viewed photos for claim 6 (count=1)
182,2026-04-04T16:48:27.001495,,VIEW_CLAIM,CLAIM,6,Viewed claim 6
181,2026-04-04T16:48:26.993318,,CHECK_CLAIM_ELIGIBILITY,CLAIM_ELIGIBILITY,6,Checked eligibility for claim 6: eligible=true
180,2026-04-04T16:48:26.98926,,VIEW_CLAIM_PHOTOS,CLAIM_PHOTO,6,Viewed photos for claim 6 (count=1)
179,2026-04-04T16:48:26.98826,,VIEW_CLAIM_STATUS_HISTORY,CLAIM_STATUS_HISTORY,6,Viewed status history for claim 6 (count=2)
178,2026-04-04T16:48:26.98826,,VIEW_CLAIM,CLAIM,6,Viewed claim 6
177,2026-04-04T16:48:26.98826,,CHECK_CLAIM_ELIGIBILITY,CLAIM_ELIGIBILITY,6,Checked eligibility for claim 6: eligible=true
176,2026-04-04T16:48:11.414298,,VIEW_ALL_CLAIMS,CLAIM,,Viewed all claims (count=7)
175,2026-04-04T16:48:11.401635,,VIEW_ALL_CLAIMS,CLAIM,,Viewed all claims (count=7)
174,2026-04-04T16:44:23.45514,,CHECK_CLAIM_ELIGIBILITY,CLAIM_ELIGIBILITY,3,Checked eligibility for claim 3: eligible=true
172,2026-04-04T16:44:23.45414,,VIEW_CLAIM_PHOTOS,CLAIM_PHOTO,3,Viewed photos for claim 3 (count=0)
173,2026-04-04T16:44:23.45414,,VIEW_CLAIM_STATUS_HISTORY,CLAIM_STATUS_HISTORY,3,Viewed status history for claim 3 (count=1)
171,2026-04-04T16:44:23.453135,,VIEW_CLAIM,CLAIM,3,Viewed claim 3
170,2026-04-04T16:44:23.43682,,QUALIFY_CLAIM,CLAIM,3,Qualified claim 3 from open to QUALIFIED
169,2026-04-04T16:44:19.016183,,CHECK_CLAIM_ELIGIBILITY,CLAIM_ELIGIBILITY,3,Checked eligibility for claim 3: eligible=false
168,2026-04-04T16:44:14.549963,,VIEW_CLAIM_STATUS_HISTORY,CLAIM_STATUS_HISTORY,3,Viewed status history for claim 3 (count=0)
167,2026-04-04T16:44:14.548956,,VIEW_CLAIM_PHOTOS,CLAIM_PHOTO,3,Viewed photos for claim 3 (count=0)
166,2026-04-04T16:44:14.54845,,CHECK_CLAIM_ELIGIBILITY,CLAIM_ELIGIBILITY,3,Checked eligibility for claim 3: eligible=false
165,2026-04-04T16:44:14.54845,,VIEW_CLAIM,CLAIM,3,Viewed claim 3
164,2026-04-04T16:44:14.541261,,VIEW_CLAIM_STATUS_HISTORY,CLAIM_STATUS_HISTORY,3,Viewed status history for claim 3 (count=0)
163,2026-04-04T16:44:14.541261,,VIEW_CLAIM_PHOTOS,CLAIM_PHOTO,3,Viewed photos for claim 3 (count=0)
162,2026-04-04T16:44:14.540259,,CHECK_CLAIM_ELIGIBILITY,CLAIM_ELIGIBILITY,3,Checked eligibility for claim 3: eligible=false
161,2026-04-04T16:44:14.537727,,VIEW_CLAIM,CLAIM,3,Viewed claim 3
160,2026-04-04T16:44:12.726272,,VIEW_ALL_CLAIMS,CLAIM,,Viewed all claims (count=7)
159,2026-04-04T16:44:12.689145,,VIEW_ALL_CLAIMS,CLAIM,,Viewed all claims (count=7)
158,2026-04-04T16:43:47.290081,,VIEW_ALL_CLAIMS,CLAIM,,Viewed all claims (count=7)
157,2026-04-04T16:43:47.278912,,VIEW_ALL_CLAIMS,CLAIM,,Viewed all claims (count=7)
156,2026-04-04T16:43:47.223864,,DELETE_CLAIM,CLAIM,9,Deleted claim 9
155,2026-04-04T16:43:32.780859,,VIEW_CLAIM_STATUS_HISTORY,CLAIM_STATUS_HISTORY,9,Viewed status history for claim 9 (count=1)
154,2026-04-04T16:43:32.779054,,VIEW_CLAIM,CLAIM,9,Viewed claim 9
153,2026-04-04T16:43:32.775723,,VIEW_CLAIM_PHOTOS,CLAIM_PHOTO,9,Viewed photos for claim 9 (count=0)
152,2026-04-04T16:43:32.773225,,CHECK_CLAIM_ELIGIBILITY,CLAIM_ELIGIBILITY,9,Checked eligibility for claim 9: eligible=false
151,2026-04-04T16:43:32.765771,,VIEW_CLAIM_STATUS_HISTORY,CLAIM_STATUS_HISTORY,9,Viewed status history for claim 9 (count=1)
150,2026-04-04T16:43:32.764567,,VIEW_CLAIM,CLAIM,9,Viewed claim 9
149,2026-04-04T16:43:32.764567,,CHECK_CLAIM_ELIGIBILITY,CLAIM_ELIGIBILITY,9,Checked eligibility for claim 9: eligible=false
148,2026-04-04T16:43:32.764567,,VIEW_CLAIM_PHOTOS,CLAIM_PHOTO,9,Viewed photos for claim 9 (count=0)
147,2026-04-04T16:43:32.743056,,CREATE_CLAIM,CLAIM,9,Created claim for requester 1 on equipment 4
146,2026-04-04T16:42:36.858302,,DELETE_CLAIM,CLAIM,3,Deleted claim 3
145,2026-04-04T16:42:34.920467,,VIEW_CLAIM_STATUS_HISTORY,CLAIM_STATUS_HISTORY,3,Viewed status history for claim 3 (count=0)
144,2026-04-04T16:42:34.920467,,VIEW_CLAIM_PHOTOS,CLAIM_PHOTO,3,Viewed photos for claim 3 (count=0)
143,2026-04-04T16:42:34.914937,,CHECK_CLAIM_ELIGIBILITY,CLAIM_ELIGIBILITY,3,Checked eligibility for claim 3: eligible=false
142,2026-04-04T16:42:34.914937,,VIEW_CLAIM,CLAIM,3,Viewed claim 3
141,2026-04-04T16:42:34.911197,,VIEW_CLAIM_PHOTOS,CLAIM_PHOTO,3,Viewed photos for claim 3 (count=0)
140,2026-04-04T16:42:34.908825,,VIEW_CLAIM_STATUS_HISTORY,CLAIM_STATUS_HISTORY,3,Viewed status history for claim 3 (count=0)
139,2026-04-04T16:42:34.90663,,CHECK_CLAIM_ELIGIBILITY,CLAIM_ELIGIBILITY,3,Checked eligibility for claim 3: eligible=false
138,2026-04-04T16:42:34.90663,,VIEW_CLAIM,CLAIM,3,Viewed claim 3
137,2026-04-04T16:42:32.027726,,VIEW_ALL_CLAIMS,CLAIM,,Viewed all claims (count=7)
136,2026-04-04T16:42:31.980669,,VIEW_ALL_CLAIMS,CLAIM,,Viewed all claims (count=7)
135,2026-04-04T16:42:22.671201,,DELETE_CLAIM,CLAIM,2,Deleted claim 2
134,2026-04-04T16:42:19.172773,,VIEW_CLAIM_STATUS_HISTORY,CLAIM_STATUS_HISTORY,2,Viewed status history for claim 2 (count=1)
133,2026-04-04T16:42:19.16921,,VIEW_CLAIM_PHOTOS,CLAIM_PHOTO,2,Viewed photos for claim 2 (count=0)
131,2026-04-04T16:42:19.156031,,VIEW_CLAIM_PHOTOS,CLAIM_PHOTO,2,Viewed photos for claim 2 (count=0)
132,2026-04-04T16:42:19.156031,,VIEW_CLAIM_STATUS_HISTORY,CLAIM_STATUS_HISTORY,2,Viewed status history for claim 2 (count=1)
130,2026-04-04T16:42:18.926226,,VIEW_CLAIM,CLAIM,2,Viewed claim 2
